matureform	total copies	mmuxrno_Neurobl-NG-dcAMP,mmuxrno_Neurobl-NG-norm,mmuxrno_Neurobl-NG-RA,mmu_Adipo-diff,mmu_Adipo-undiff,mmu_Alpha-pancreas-TC1,mmu_B-cell-K1-Tg-naive,mmu_B-cell-K2-Tg-anergic,mmu_B-cell-K4-WT,mmu_B-cell-spleen-IL4LPS24h,mmu_B-cell-spleen-IL4LPS48h,mmu_B-cell-spleen-IL4LPS72h,mmu_B-cell-spleen-IL4LPS8h,mmu_B-cell-spleen-unstim,mmu_B-lymphoma-A20_NP,mmu_B-lymphoma-A20_OP,mmu_B-lymphoma-S11,mmu_B-lymphoma-S11E,mmu_Beta-pancreas-MIN6,mmu_Brain-FMR-KO,mmu_Brain-WT,mmu_Cerebellum,mmu_Colon,mmu_Cortex,mmu_DC-GCSF,mmu_DC-unstim,mmu_Embryo-E11,mmu_Embryo-E12,mmu_Embryonic-kidney,mmu_ESC-fem,mmu_ESC-WT-frac-21,mmu_Eye,mmu_Fibrobl-3T12-20,mmu_Fibrobl-3T12-200,mmu_Fibrobl-3T12-MuHV,mmu_Fibrobl-MEF-HSV1-12h,mmu_Fibrobl-MEF-HSV1-6h,mmu_Fibrobl-MEF-HSV2-12h,mmu_Fibrobl-MEF-mock,mmu_Glomeruli,mmu_Heart,mmu_Hippocamp-HT22,mmu_Kidney,mmu_Kidney-collecting-duct,mmu_Liver,mmu_Lung,mmu_Midbrain,mmu_Neurobl-N1E-noFBS,mmu_Neurobl-N1E-norm,mmu_Neurobl-N2A,mmu_Neurobl-N2A-RA,mmu_Neurobl-N2A-TPA,mmu_Ovary,mmu_Placenta,mmu_Podocytes-K8-diff,mmu_Podocytes-K8-undiff,mmu_Skin,mmu_Small-intestine,mmu_Spermatogonia-C18,mmu_Spinal-Cord,mmu_Spleen,mmu_T-cell-CD8-conA,mmu_T-cell-CD8-ctrl,mmu_T-cell-CD8-polyIC,mmu_Teratocarcinoma-F9,mmu_Teratocarcinoma-P19,mmu_Testis,mmu_Thymus
mmu-miR-128b	9.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00076,0.00000,0.00000,0.00000,0.00000,0.00197,0.00134,0.00543,0.00000,0.00526,0.00068,0.00000,0.00000,0.00031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00046,0.00033,0.00000
mmu-miR-129	8.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00758,0.00049,0.00089,0.00543,0.00000,0.00000,0.00000,0.00000,0.00107,0.00000,0.00000,0.00000,0.00000,0.00877,0.00139,0.00000,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.00000
mmu-miR-129-3p	5.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00909,0.00000,0.00178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-129-5p	8.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00758,0.00049,0.00089,0.00543,0.00000,0.00000,0.00000,0.00000,0.00107,0.00000,0.00000,0.00000,0.00000,0.00877,0.00139,0.00000,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.00000
mmu-miR-130a	515.000	0.01156,0.03169,0.02423,0.00000,0.00000,0.00930,0.00000,0.00000,0.00000,0.00098,0.00000,0.00451,0.00089,0.00120,0.00000,0.00000,0.00064,0.00000,0.01212,0.00592,0.00981,0.01087,0.00000,0.00000,0.00068,0.00103,0.01719,0.01117,0.02087,0.03284,0.02153,0.00000,0.02510,0.01211,0.02714,0.02146,0.00478,0.01120,0.01944,0.00237,0.00794,0.01383,0.01802,0.01262,0.00000,0.00000,0.00000,0.02286,0.01509,0.01961,0.01293,0.01603,0.00247,0.00262,0.01351,0.00942,0.00637,0.00000,0.01387,0.00000,0.00000,0.00000,0.00094,0.00000,0.02667,0.03327,0.00618,0.00000
mmu-miR-130b	49.000	0.00116,0.00127,0.00135,0.00000,0.00000,0.00465,0.00328,0.00446,0.00000,0.00000,0.00000,0.00113,0.00267,0.00000,0.00306,0.00353,0.00129,0.00000,0.00909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00124,0.00116,0.00299,0.00000,0.00000,0.00000,0.00135,0.00326,0.00000,0.00159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00286,0.00274,0.00754,0.00216,0.00601,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00277,0.00065,0.00000
mmu-miR-132	14.000	0.00231,0.00127,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00099,0.00089,0.01087,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00159,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00137,0.00151,0.00000,0.00000,0.00082,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-133a	13.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01053,0.00000,0.00000,0.00215,0.00155,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00081,0.00000
mmu-miR-133b	2.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.00000
mmu-miR-134	66.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00394,0.00357,0.00000,0.00000,0.01053,0.00000,0.00000,0.00859,0.00248,0.00406,0.00299,0.00000,0.00000,0.00139,0.00000,0.00326,0.00773,0.00638,0.00654,0.00648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00302,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00190,0.00185,0.00000,0.00000
mmu-miR-135a	17.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00296,0.00089,0.00000,0.00000,0.01053,0.00000,0.00000,0.00000,0.00124,0.00290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00130,0.00000
mmu-miR-135b	45.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00310,0.00116,0.00299,0.00319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00404,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01905,0.00370,0.00000,0.00000
mmu-miR-136	424.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00909,0.03156,0.03657,0.00000,0.00000,0.02105,0.00000,0.00000,0.00107,0.00124,0.00754,0.00299,0.01196,0.00000,0.01255,0.00269,0.00869,0.05322,0.02871,0.08403,0.02052,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00429,0.00686,0.00302,0.00000,0.00200,0.00000,0.03150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03905,0.02403,0.00130,0.00000
mmu-miR-137	63.000	0.00694,0.00887,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00606,0.00394,0.00357,0.00000,0.00000,0.01053,0.00000,0.00000,0.00000,0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00952,0.00857,0.02743,0.00754,0.00431,0.00601,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-138	85.000	0.00578,0.00634,0.01211,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00394,0.00714,0.00000,0.00000,0.01053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01714,0.01783,0.02413,0.01293,0.01202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-139-3p	1.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-139-5p	5.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00446,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03571,0.01053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000
mmu-miR-140	592.000	0.01272,0.01141,0.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00339,0.01768,0.00326,0.00564,0.01067,0.01077,0.00612,0.00353,0.00838,0.00375,0.00303,0.00789,0.01338,0.00000,0.00000,0.00000,0.00888,0.00923,0.01611,0.04653,0.00464,0.00299,0.00957,0.00000,0.01395,0.00404,0.00326,0.00944,0.00319,0.01867,0.00108,0.00828,0.00000,0.10097,0.00901,0.01462,0.00000,0.00000,0.00000,0.02143,0.02743,0.00754,0.01293,0.00802,0.00740,0.01181,0.00113,0.00942,0.00637,0.09091,0.03095,0.00000,0.00000,0.01630,0.01415,0.01489,0.00667,0.00277,0.00358,0.00000
mmu-miR-141	80.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00328,0.00446,0.00000,0.00491,0.00000,0.00113,0.00000,0.00239,0.00000,0.00236,0.00129,0.00000,0.00303,0.00099,0.00089,0.00000,0.00000,0.00000,0.00068,0.00410,0.00107,0.00000,0.00232,0.00000,0.00877,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00137,0.00000,0.00000,0.00000,0.00329,0.02493,0.00000,0.00000,0.00637,0.09091,0.00000,0.00000,0.02174,0.00000,0.00000,0.00000,0.00190,0.00000,0.00390,0.00000
mmu-miR-142-3p	2232.000	0.00000,0.00000,0.00000,0.01299,0.02222,0.00000,0.20656,0.20089,0.29831,0.10314,0.08923,0.07788,0.07022,0.06459,0.05199,0.10601,0.27062,0.12360,0.00000,0.00000,0.00000,0.00000,0.25000,0.00000,0.15574,0.15179,0.02578,0.03040,0.00348,0.00000,0.00319,0.00000,0.00000,0.00000,0.00109,0.00858,0.01595,0.01027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01000,0.00680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00082,0.00394,0.00000,0.00000,0.02548,0.09091,0.00000,0.00000,0.06522,0.13556,0.14623,0.16037,0.00000,0.00000,0.00228,0.21739
mmu-miR-142-5p	5179.000	0.00000,0.00000,0.00000,0.01299,0.02222,0.00000,0.17377,0.30804,0.15254,0.47937,0.52775,0.38036,0.44889,0.58254,0.04128,0.17786,0.16366,0.09114,0.00000,0.00099,0.00089,0.00000,0.07143,0.00000,0.19331,0.19077,0.04726,0.06328,0.00174,0.00299,0.00319,0.00000,0.00000,0.00000,0.00000,0.00515,0.01276,0.00467,0.00000,0.00237,0.00000,0.00000,0.00901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00082,0.03543,0.00000,0.00000,0.00637,0.18182,0.00000,0.00000,0.00000,0.46222,0.49811,0.41810,0.00000,0.00000,0.00163,0.04348
mmu-miR-143	2118.000	0.15260,0.06210,0.08748,0.03896,0.02222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00592,0.00535,0.00000,0.00000,0.02105,0.00000,0.00000,0.00967,0.01303,0.01913,0.00000,0.04944,0.00000,0.07810,0.07672,0.03366,0.15794,0.18979,0.18021,0.20626,0.07929,0.03175,0.07746,0.08108,0.00000,0.02000,0.04082,0.00952,0.06429,0.03841,0.06938,0.05603,0.03607,0.28184,0.03675,0.00000,0.00000,0.01911,0.00000,0.00000,0.09091,0.15217,0.00000,0.00094,0.00000,0.00000,0.00000,0.06699,0.04348
mmu-miR-144	129.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00109,0.00113,0.02844,0.03349,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00178,0.00000,0.03571,0.00000,0.00000,0.00000,0.00537,0.00186,0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03175,0.00000,0.00000,0.00000,0.00000,0.00680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05906,0.00000,0.00000,0.01274,0.00000,0.00000,0.00000,0.02174,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000
mmu-miR-145	41.000	0.00116,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00058,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00086,0.00000,0.00093,0.00648,0.01065,0.00794,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00143,0.00137,0.00000,0.00000,0.00200,0.00329,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00325,0.00000
mmu-miR-146a	277.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01339,0.04068,0.02456,0.04244,0.03499,0.00978,0.00837,0.00765,0.00942,0.02448,0.00000,0.00000,0.00000,0.00089,0.00000,0.00000,0.00000,0.01366,0.00821,0.00107,0.00248,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00258,0.00159,0.00187,0.00000,0.00355,0.01587,0.00968,0.00000,0.00000,0.00000,0.02041,0.00000,0.00571,0.00137,0.00452,0.00216,0.00200,0.00000,0.00000,0.00000,0.00000,0.00637,0.00000,0.00000,0.00000,0.00000,0.01296,0.00566,0.00687,0.00000,0.00000,0.00098,0.00000
mmu-miR-146b	6.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00111,0.00189,0.00000,0.00000,0.00000,0.00033,0.00000
mmu-miR-147	30.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01639,0.00205,0.00000,0.00000,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02174,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-148a	46.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01529,0.00118,0.00000,0.00125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00086,0.00159,0.00093,0.00000,0.00000,0.00794,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00113,0.00000,0.00000,0.00000,0.00213,0.00000,0.02174,0.00000,0.00000,0.00000,0.00000,0.00092,0.00715,0.04348
mmu-miR-148b	12.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00113,0.00000,0.00120,0.00000,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00066,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00228,0.00000
mmu-miR-149	19.000	0.00000,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00124,0.00232,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00159,0.00000,0.00000,0.00118,0.00794,0.00138,0.00000,0.00199,0.00000,0.00680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00225,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-150	212.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03934,0.03571,0.02034,0.00786,0.00762,0.00339,0.00267,0.01196,0.00000,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03571,0.00000,0.00000,0.00000,0.00107,0.00248,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00109,0.00000,0.00000,0.00000,0.00000,0.00237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06522,0.04000,0.04340,0.04696,0.00000,0.00000,0.00000,0.04348
mmu-miR-151-3p	13.000	0.00000,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00306,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00133,0.00000,0.00680,0.00000,0.00000,0.00000,0.00000,0.00216,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00074,0.00094,0.00115,0.00000,0.00000,0.00000,0.00000
mmu-miR-151-5p	44.000	0.00000,0.00000,0.00000,0.00000,0.02222,0.00000,0.00000,0.00000,0.00000,0.00098,0.00000,0.00677,0.00267,0.00000,0.00306,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00062,0.00058,0.00000,0.00000,0.00000,0.00000,0.00135,0.00000,0.00086,0.00000,0.00000,0.00000,0.00355,0.00000,0.00000,0.00000,0.00465,0.00000,0.00000,0.00000,0.00143,0.00274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00450,0.00000,0.00000,0.00000,0.00107,0.09091,0.00000,0.00000,0.00000,0.00000,0.00095,0.00000,0.00195,0.00000
mmu-miR-152	43.000	0.00116,0.00127,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00606,0.00000,0.00089,0.00000,0.03571,0.00000,0.00000,0.00000,0.00107,0.00062,0.00174,0.00000,0.00000,0.00000,0.00279,0.00673,0.00000,0.00515,0.00478,0.00747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00066,0.00000,0.00000,0.00000,0.00000,0.00137,0.00000,0.00000,0.00200,0.00000,0.00131,0.00000,0.00135,0.00637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000
mmu-miR-153	24.000	0.00000,0.00127,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00303,0.00789,0.00446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00952,0.00429,0.00137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000
mmu-miR-154-3p	7.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00215,0.00000,0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00277,0.00000,0.00000
